"﻿ID","Name","Tax status"
"3136","Car Dušan - ženska majica bela","taxable"
"3137","Car Dušan - duks beli","taxable"
"3139","Car Dušan - majica crna","taxable"
"3140","Car Dušan - ženska majica crna","taxable"
"3141","Car Dušan - duks crni","taxable"
"3148","Deda i unuk (umetnici) - majica bela","taxable"
"3150","Deda i unuk (umetnici) - ženska majica bela","taxable"
"3151","Deda i unuk (umetnici) - duks beli","taxable"
"3152","Deda i unuk (umetnici) - majica crna","taxable"
"3153","Deda i unuk (umetnici) - ženska majica crna","taxable"
"3154","Deda i unuk (umetnici) - duks crni","taxable"
"3161","Deda i unuk - majica bela","taxable"
"3162","Deda i unuk - ženska majica bela","taxable"
"3164","Deda i unuk - duks beli","taxable"
"3165","Deda i unuk - majica crna","taxable"
"3166","Deda i unuk - ženska majica crna","taxable"
"3167","Deda i unuk - duks crni","taxable"
"3174","Deda i unuk (naučnici) - majica bela","taxable"
"3175","Deda i unuk (naučnici) - ženska majica bela","taxable"
"3176","Deda i unuk (naučnici) - duks beli","taxable"
"3177","Deda i unuk (naučnici) - majica crna","taxable"
"3178","Deda i unuk (naučnici) - ženska majica crna","taxable"
"3179","Deda i unuk (naučnici) - duks crni","taxable"
"3183","Desanka Maksimović (tekst) - majica crna","taxable"
"3184","Desanka Maksimović (tekst) - ženska majica crna","taxable"
"3185","Desanka Maksimović (tekst) - duks crni","taxable"
"3192","Desanka Maksimović - majica bela","taxable"
"3193","Desanka Maksimović - ženska majica bela","taxable"
"3194","Desanka Maksimović - duks beli","taxable"
"3195","Desanka Maksimović - majica crna","taxable"
"3196","Desanka Maksimović - ženska majica crna","taxable"
"3197","Desanka Maksimović - duks crni","taxable"
"3204","Dis - majica bela","taxable"
"3205","Dis - ženska majica bela","taxable"
"3206","Dis - duks beli","taxable"
"3207","Dis - majica crna","taxable"
"3208","Dis - ženska majica crna","taxable"
"3209","Dis - duks crni","taxable"
"3213","Dis (tekst) - majica crna","taxable"
"3214","Dis (tekst) - ženska majica crna","taxable"
"3215","Dis (tekst) - duks crni","taxable"
"3222","Djura Jakšić - majica bela","taxable"
"3223","Djura Jakšić - ženska majica bela","taxable"
"3224","Djura Jakšić - duks beli","taxable"
"3225","Djura Jakšić - majica crna","taxable"
"3226","Djura Jakšić - ženska majica crna","taxable"
"3227","Djura Jakšić - duks crni","taxable"
"3234","Duško Radović (citat) - majica bela","taxable"
"3235","Duško Radović (citat) - ženska majica bela","taxable"
"3236","Duško Radović (citat) - duks beli","taxable"
"3237","Duško Radović (citat) - majica crna","taxable"
"3238","Duško Radović (citat) - ženska majica crna","taxable"
"3239","Duško Radović (citat) - duks crni","taxable"
"3246","Duško Radović (citat 2) - majica bela","taxable"
"3247","Duško Radović (citat 2) - ženska majica bela","taxable"
"3248","Duško Radović (citat 2) - duks beli","taxable"
"3249","Duško Radović (citat 2) - majica crna","taxable"
"3250","Duško Radović (citat 2) - ženska majica crna","taxable"
"3251","Duško Radović (citat 2) - duks crni","taxable"
"3259","Duško Radović (citat 3) - majica bela","taxable"
"3260","Duško Radović (citat 3) - ženska majica bela","taxable"
"3261","Duško Radović (citat 3) - duks beli","taxable"
"3262","Duško Radović (citat 3) - majica crna","taxable"
"3263","Duško Radović (citat 3) - ženska majica crna","taxable"
"3264","Duško Radović (citat 3) - duks crni","taxable"
"3271","Gavrilo Princip - majica bela","taxable"
"3272","Gavrilo Princip - ženska majica","taxable"
"3273","Gavrilo Princip - duks beli","taxable"
"3274","Gavrilo Princip - majica crna","taxable"
"3275","Gavrilo Princip - duks crni","taxable"
"3276","Gavrilo Princip - ženska majica bela","taxable"
"3283","Hilandar - majica bela","taxable"
"3284","Hilandar - ženska majica bela","taxable"
"3285","Hilandar - duks beli","taxable"
"3286","Hilandar - majica crna","taxable"
"3287","Hilandar - ženska majica crna","taxable"
"3288","Hilandar - duks crni","taxable"
"3295","Ivo Andrić - majica bela","taxable"
"3296","Ivo Andrić - ženska majica bela","taxable"
"3297","Ivo Andrić - duks beli","taxable"
"3298","Ivo Andrić - majica crna","taxable"
"3299","Ivo Andrić - ženska majica crna","taxable"
"3300","Ivo Andrić - duks crni","taxable"
"3307","J. J Zmaj - majica bela","taxable"
"3308","J. J Zmaj - ženska majica bela","taxable"
"3309","J. J Zmaj - duks beli","taxable"
"3310","J. J Zmaj - majica crna","taxable"
"3311","J. J Zmaj - ženska majica crna","taxable"
"3312","J. J Zmaj - duks crni","taxable"
"3319","Jovan Dučić - majica bela","taxable"
"3320","Jovan Dučić - ženska majica bela","taxable"
"3321","Jovan Dučić - duks beli","taxable"
"3322","Jovan Dučić - majica crna","taxable"
"3323","Jovan Dučić - ženska majica crna","taxable"
"3324","Jovan Dučić - duks crni","taxable"
"3331","Jovan Krstitelj - majica bela","taxable"
"3332","Jovan Krstitelj - ženska majica bela","taxable"
"3333","Jovan Krstitelj - duks beli","taxable"
"3334","Jovan Krstitelj - majica crna","taxable"
"3335","Jovan Krstitelj - ženska majica crna","taxable"
"3336","Jovan Krstitelj - duks crni","taxable"
"3343","Knez Lazar - majica bela","taxable"
"3344","Knez Lazar - ženska majica bela","taxable"
"3345","Knez Lazar - duks beli","taxable"
"3346","Knez Lazar - majica crna","taxable"
"3347","Knez Lazar - ženska majica crna","taxable"
"3348","Knez Lazar - duks crni","taxable"
"3355","Knez Lazar (tekst) - majica bela","taxable"
"3356","Knez Lazar (tekst) - ženska majica bela","taxable"
"3358","Knez Lazar (tekst) - duks beli","taxable"
"3359","Knez Lazar (tekst) - majica crna","taxable"
"3360","Knez Lazar (tekst) - ženska majica crna","taxable"
"3361","Knez Lazar (tekst) - duks crni","taxable"
"3367","Laza Kostić - majica bela","taxable"
"3368","Laza Kostić - duks beli","taxable"
"3369","Laza Kostić - majica crna","taxable"
"3370","Laza Kostić - ženska majica crna","taxable"
"3371","Laza Kostić - duks crni","taxable"
"3378","Mihailo - majica bela","taxable"
"3379","Mihailo - ženska majica bela","taxable"
"3380","Mihailo - duks beli","taxable"
"3381","Mihailo - majica crna","taxable"
"3382","Mihailo - ženska majica crna","taxable"
"3383","Mihailo - duks crni","taxable"
"3391","Mika Antić - majica bela","taxable"
"3392","Mika Antić - ženska majica bela","taxable"
"3393","Mika Antić - duks beli","taxable"
"3394","Mika Antić - majica crna","taxable"
"3395","Mika Antić - ženska majica crna","taxable"
"3396","Mika Antić - duks crni","taxable"
"3403","Miloš Crnjanski - majica bela","taxable"
"3404","Miloš Crnjanski - ženska majica bela","taxable"
"3405","Miloš Crnjanski - duks beli","taxable"
"3406","Miloš Crnjanski - majica crna","taxable"
"3407","Miloš Crnjanski - ženska majica crna","taxable"
"3408","Miloš Crnjanski - duks crni","taxable"
"3415","Miloš Obilić - majica bela","taxable"
"3416","Miloš Obilić - ženska majica bela","taxable"
"3417","Miloš Obilić - duks beli","taxable"
"3418","Miloš Obilić - majica crna","taxable"
"3419","Miloš Obilić - ženska majica crna","taxable"
"3420","Miloš Obilić - duks crni","taxable"
"3428","Njegoš - majica bela","taxable"
"3429","Njegoš - ženska majica bela","taxable"
"3431","Njegoš - duks beli","taxable"
"3432","Njegoš - majica crna","taxable"
"3433","Njegoš - ženska majica crna","taxable"
"3434","Njegoš - duks crni","taxable"
"3442","Njegoš (tekst) - majica bela","taxable"
"3443","Njegoš (tekst) - ženska majica bela","taxable"
"3444","Njegoš (tekst) - duks beli","taxable"
"3445","Njegoš (tekst) - majica crna","taxable"
"3446","Njegoš (tekst) - ženska majica crna","taxable"
"3447","Njegoš (tekst) - duks crni","taxable"
"3451","Njegoš (tekst 2) - majica crna","taxable"
"3452","Njegoš (tekst 2) - ženska majica crna","taxable"
"3453","Njegoš (tekst 2) - duks crni","taxable"
"3460","Ostrog - majica bela","taxable"
"3461","Ostrog - ženska majica bela","taxable"
"3462","Ostrog - duks beli","taxable"
"3463","Ostrog - majica crna","taxable"
"3464","Ostrog - ženska majica crna","taxable"
"3465","Ostrog - duks crni","taxable"
"3472","Patrijarh Pavle - majica bela","taxable"
"3473","Patrijarh Pavle - ženska majica bela","taxable"
"3474","Patrijarh Pavle - duks beli","taxable"
"3475","Patrijarh Pavle - majica crna","taxable"
"3476","Patrijarh Pavle - ženska majica crna","taxable"
"3477","Patrijarh Pavle - duks crni","taxable"
"3481","Princip (tekst) - majica crna","taxable"
"3482","Princip (tekst) - duks crni","taxable"
"3489","Skenderbeg - majica bela","taxable"
"3490","Skenderbeg - ženska majica bela","taxable"
"3491","Skenderbeg - duks beli","taxable"
"3492","Skenderbeg - majica crna","taxable"
"3493","Skenderbeg - ženska majica crna","taxable"
"3494","Skenderbeg - duks crni","taxable"
"3501","Srem, Banat i Bačka - majica bela","taxable"
"3502","Srem, Banat i Bačka - ženska majica bela","taxable"
"3503","Srem, Banat i Bačka - duks beli","taxable"
"3504","Srem, Banat i Bačka - majica crna","taxable"
"3505","Srem, Banat i Bačka - ženska majica crna","taxable"
"3506","Srem, Banat i Bačka - duks crni","taxable"
"3513","Srem - majica bela","taxable"
"3514","Srem - ženska majica bela","taxable"
"3515","Srem - duks beli","taxable"
"3516","Srem - majica crna","taxable"
"3517","Srem - ženska majica crna","taxable"
"3518","Srem - duks crni","taxable"
"3525","Srem 2 - majica bela","taxable"
"3526","Srem 2 - ženska majica bela","taxable"
"3527","Srem 2 - duks beli","taxable"
"3528","Srem 2 - majica crna","taxable"
"3529","Srem 2 - ženska majica crna","taxable"
"3530","Srem 2 - duks crni","taxable"
"3537","Srem 3 -  majica bela","taxable"
"3538","Srem 3 -  ženska majica bela","taxable"
"3539","Srem 3 -  duks beli","taxable"
"3540","Srem 3 -  majica crna","taxable"
"3541","Srem 3 -  ženska majica crna","taxable"
"3542","Srem 3 -  duks crni","taxable"
"3550","Stepa Stepanović - majica bela","taxable"
"3551","Stepa Stepanović - ženska majica bela","taxable"
"3552","Stepa Stepanović - duks beli","taxable"
"3553","Stepa Stepanović - majica crna","taxable"
"3554","Stepa Stepanović - ženska majica crna","taxable"
"3555","Stepa Stepanović - duks crni","taxable"
"3562","Sve svetinje - majica bela","taxable"
"3563","Sve svetinje - ženska majica bela","taxable"
"3564","Sve svetinje - duks beli","taxable"
"3565","Sve svetinje - majica crna","taxable"
"3566","Sve svetinje - ženska majica crna","taxable"
"3567","Sve svetinje - duks crni","taxable"
"3574","Sveti Giorgije (Sveti Djordje) - majica bela","taxable"
"3575","Sveti Giorgije (Sveti Djordje) - ženska majica bela","taxable"
"3576","Sveti Giorgije (Sveti Djordje) - duks beli","taxable"
"3577","Sveti Giorgije (Sveti Djordje) - majica crna","taxable"
"3578","Sveti Giorgije (Sveti Djordje) - ženska majica crna","taxable"
"3579","Sveti Giorgije (Sveti Djordje) - duks crni","taxable"
"3586","Sveti Sava - majica bela","taxable"
"3587","Sveti Sava - ženska majica bela","taxable"
"3588","Sveti Sava - duks beli","taxable"
"3589","Sveti Sava - majica crna","taxable"
"3590","Sveti Sava - ženska majica crna","taxable"
"3591","Sveti Sava - duks crni","taxable"
"3598","Svi naši književnici - majica bela","taxable"
"3599","Svi naši književnici - ženska majica bela","taxable"
"3600","Svi naši književnici - duks beli","taxable"
"3602","Svi naši književnici - majica crna","taxable"
"3603","Svi naši književnici - ženska majica crna","taxable"
"3604","Svi naši književnici - duks crni","taxable"
"3611","Svi naši pesnici - majica bela","taxable"
"3612","Svi naši pesnici - ženska majica bela","taxable"
"3613","Svi naši pesnici - duks beli","taxable"
"3614","Svi naši pesnici - majica crna","taxable"
"3615","Svi naši pesnici - ženska majica crna","taxable"
"3616","Svi naši pesnici - duks crni","taxable"
"3623","Taurunum (Zemun) - majica bela","taxable"
"3624","Taurunum (Zemun) - ženska majica bela","taxable"
"3625","Taurunum (Zemun) - duks beli","taxable"
"3626","Taurunum (Zemun) - majica crna","taxable"
"3627","Taurunum (Zemun) - ženska majica crna","taxable"
"3628","Taurunum (Zemun) - duks crni","taxable"
"3635","Tesla - majica bela","taxable"
"3636","Tesla - ženska majica bela","taxable"
"3637","Tesla - duks beli","taxable"
"3638","Tesla - majica crna","taxable"
"3639","Tesla - ženska majica crna","taxable"
"3640","Tesla - duks crni","taxable"
"3644","Tesla (tekst) - majica crna","taxable"
"3645","Tesla (tekst) - ženska majica crna","taxable"
"3646","Tesla (tekst) - duks crni","taxable"
"3653","Tesla vs Da Vinči (NLO) - majica bela","taxable"
"3654","Tesla vs Da Vinči (NLO) - ženska majica bela","taxable"
"3655","Tesla vs Da Vinči (NLO) - duks beli","taxable"
"3656","Tesla vs Da Vinči (NLO) - majica crna","taxable"
"3657","Tesla vs Da Vinči (NLO) - ženska majica crna","taxable"
"3658","Tesla vs Da Vinči (NLO) - duks crni","taxable"
"3665","Tesla (sa gromovima) - majica bela","taxable"
"3666","Tesla (sa gromovima) - ženska majica bela","taxable"
"3667","Tesla (sa gromovima) - duks beli","taxable"
"3668","Tesla (sa gromovima) - majica crna","taxable"
"3669","Tesla (sa gromovima) - ženska majica crna","taxable"
"3670","Tesla (sa gromovima) - duks crni","taxable"
"3677","Uroš Predić - majica bela","taxable"
"3678","Uroš Predić - ženska majica bela","taxable"
"3679","Uroš Predić - duks beli","taxable"
"3680","Uroš Predić - majica crna","taxable"
"3681","Uroš Predić - ženska majica crna","taxable"
"3682","Uroš Predić - duks crni","taxable"
"3689","Vinča - majica bela","taxable"
"3690","Vinča - ženska majica bela","taxable"
"3691","Vinča - duks beli","taxable"
"3692","Vinča - majica crna","taxable"
"3693","Vinča - ženska majica crna","taxable"
"3694","Vinča - duks crni","taxable"
"3701","Vojvodina - majica bela","taxable"
"3702","Vojvodina - ženska majica bela","taxable"
"3703","Vojvodina - duks beli","taxable"
"3704","Vojvodina - majica crna","taxable"
"3705","Vojvodina - ženska majica crna","taxable"
"3706","Vojvodina - duks crni","taxable"
"3713","Vuk Karadžić - majica bela","taxable"
"3714","Vuk Karadžić - ženska majica bela","taxable"
"3715","Vuk Karadžić - duks beli","taxable"
"3717","Vuk Karadžić - majica crna","taxable"
"3718","Vuk Karadžić - ženska majica crna","taxable"
"3719","Vuk Karadžić - duks crni","taxable"
"3726","Zemun - majica bela","taxable"
"3728","Zemun - ženska majica bela","taxable"
"3729","Zemun - duks beli","taxable"
"3730","Zemun - majica crna","taxable"
"3731","Zemun - ženska majica crna","taxable"
"3732","Zemun - duks crni","taxable"
"3739","Zemun 2 - majica bela","taxable"
"3740","Zemun 2 - ženska majica bela","taxable"
"3741","Zemun 2 - duks beli","taxable"
"3742","Zemun 2 - majica crna","taxable"
"3743","Zemun 2 - ženska majica crna","taxable"
"3744","Zemun 2 - duks crni","taxable"
"3751","Zemun 3 - majica bela","taxable"
"3752","Zemun 3 - ženska majica bela","taxable"
"3753","Zemun 3 - duks beli","taxable"
"3754","Zemun 3 - majica crna","taxable"
"3755","Zemun 3 - ženska majica crna","taxable"
"3756","Zemun 3 - duks crni","taxable"
"3764","Ajnštajn - majica bela","taxable"
"3765","Ajnštajn - ženska majica bela","taxable"
"3766","Ajnštajn - duks beli","taxable"
"3767","Ajnštajn - majica crna","taxable"
"3768","Ajnštajn - ženska majica crna","taxable"
"3769","Ajnštajn - duks crni","taxable"
"3776","Ajnštajn vs Pitagora - majica bela","taxable"
"3777","Ajnštajn vs Pitagora - ženska majica bela","taxable"
"3778","Ajnštajn vs Pitagora - duks beli","taxable"
"3779","Ajnštajn vs Pitagora - majica crna","taxable"
"3780","Ajnštajn vs Pitagora - ženska majica crna","taxable"
"3781","Ajnštajn vs Pitagora - duks crni","taxable"
"3788","Ben Frenklin - majica bela","taxable"
"3789","Ben Frenklin - ženska majica bela","taxable"
"3790","Ben Frenklin - duks beli","taxable"
"3791","Ben Frenklin - majica crna","taxable"
"3792","Ben Frenklin - ženska majica crna","taxable"
"3793","Ben Frenklin - duks crni","taxable"
"3800","Black (hemijski element) - majica bela","taxable"
"3801","Black (hemijski element) - ženska majica bela","taxable"
"3802","Black (hemijski element) - duks beli","taxable"
"3803","Black (hemijski element) - majica crna","taxable"
"3804","Black (hemijski element) - ženska majica crna","taxable"
"3805","Black (hemijski element) - duks crni","taxable"
"3813","Darvin - majica bela","taxable"
"3814","Darvin - duks beli","taxable"
"3815","Darvin - majica crna","taxable"
"3816","Darvin - ženska majica crna","taxable"
"3817","Darvin - duks crni","taxable"
"3824","Darvin 2 - majica bela","taxable"
"3825","Darvin 2 - ženska majica bela","taxable"
"3826","Darvin 2 - duks beli","taxable"
"3827","Darvin 2 - majica crna","taxable"
"3828","Darvin 2 - ženska majica crna","taxable"
"3829","Darvin 2 - duks crni","taxable"
"3833","Dinosaurusi - majica crna","taxable"
"3834","Dinosaurusi - ženska majica crna","taxable"
"3835","Dinosaurusi - duks crni","taxable"
"3842","Doli (ovca) - majica bela","taxable"
"3843","Doli (ovca) - ženska majica bela","taxable"
"3844","Doli (ovca) - duks beli","taxable"
"3845","Doli (ovca) - majica crna","taxable"
"3846","Doli (ovca) - ženska majica crna","taxable"
"3847","Doli (ovca) - duks crni","taxable"
"3854","Edvin Habl - majica bela","taxable"
"3855","Edvin Habl - ženska majica bela","taxable"
"3856","Edvin Habl - duks beli","taxable"
"3857","Edvin Habl - majica crna","taxable"
"3858","Edvin Habl - ženska majica crna","taxable"
"3859","Edvin Habl - duks crni","taxable"
"3867","Frojd - majica bela","taxable"
"3868","Frojd - ženska majica bela","taxable"
"3869","Frojd - duks beli","taxable"
"3870","Frojd - majica crna","taxable"
"3871","Frojd - ženska majica crna","taxable"
"3872","Frojd - duks crni","taxable"
"3879","Genius (hemijski element) - majica bela","taxable"
"3880","Genius (hemijski element) - duks beli","taxable"
"3881","Genius (hemijski element) - majica crna","taxable"
"3882","Genius (hemijski element) - ženska majica crna","taxable"
"3883","Genius (hemijski element) - duks crni","taxable"
"3890","Graham - majica bela","taxable"
"3891","Graham - ženska majica bela","taxable"
"3892","Graham - duks beli","taxable"
"3893","Graham - majica crna","taxable"
"3894","Graham - ženska majica crna","taxable"
"3895","Graham - duks crni","taxable"
"3902","Hehehe (hemijski element) - majica bela","taxable"
"3903","Hehehe (hemijski element) - ženska majica bela","taxable"
"3904","Hehehe (hemijski element) - duks beli","taxable"
"3905","Hehehe (hemijski element) - majica crna","taxable"
"3906","Hehehe (hemijski element) - ženska majica crna","taxable"
"3907","Hehehe (hemijski element) - duks crni","taxable"
"3914","Ivan Pavlov - majica bela","taxable"
"3916","Ivan Pavlov - ženska majica bela","taxable"
"3917","Ivan Pavlov - duks beli","taxable"
"3918","Ivan Pavlov - majica crna","taxable"
"3919","Ivan Pavlov - ženska majica crna","taxable"
"3920","Ivan Pavlov - duks crni","taxable"
"3927","Lajka - majica bela","taxable"
"3928","Lajka - ženska majica bela","taxable"
"3929","Lajka - duks beli","taxable"
"3930","Lajka - majica crna","taxable"
"3931","Lajka - ženska majica crna","taxable"
"3932","Lajka - duks crni","taxable"
"3939","Love - majica bela","taxable"
"3940","Love - ženska majica bela","taxable"
"3941","Love - duks beli","taxable"
"3942","Love - majica crna","taxable"
"3943","Love - ženska majica crna","taxable"
"3944","Love - duks crni","taxable"
"3951","Marija Kiri - majica bela","taxable"
"3952","Marija Kiri - ženska majica bela","taxable"
"3953","Marija Kiri - duks beli","taxable"
"3954","Marija Kiri - majica crna","taxable"
"3955","Marija Kiri - ženska majica crna","taxable"
"3956","Marija Kiri - duks crni","taxable"
"3963","Najveći umovi sveta - majica bela","taxable"
"3964","Najveći umovi sveta - ženska majica bela","taxable"
"3965","Najveći umovi sveta - duks beli","taxable"
"3966","Najveći umovi sveta - majica crna","taxable"
"3967","Najveći umovi sveta - ženska majica crna","taxable"
"3968","Najveći umovi sveta - duks crni","taxable"
"3976","Nobel - majica bela","taxable"
"3977","Nobel - ženska majica bela","taxable"
"3978","Nobel - duks beli","taxable"
"3979","Nobel - majica crna","taxable"
"3980","Nobel - ženska majica crna","taxable"
"3981","Nobel - duks crni","taxable"
"3988","Pupin - majica bela","taxable"
"3989","Pupin - ženska majica bela","taxable"
"3990","Pupin - duks beli","taxable"
"3991","Pupin - majica crna","taxable"
"3992","Pupin - ženska majica crna","taxable"
"3993","Pupin - duks crni","taxable"
"3997","Pupin 2 - majica crna","taxable"
"3998","Pupin 2 - ženska majica crna","taxable"
"3999","Pupin 2 - duks crni","taxable"
"4006","Rendgen - majica bela","taxable"
"4007","Rendgen - ženska majica bela","taxable"
"4008","Rendgen - duks beli","taxable"
"4009","Rendgen - majica crna","taxable"
"4010","Rendgen - ženska majica crna","taxable"
"4012","Rendgen - duks crni","taxable"
"4019","Sarkazam (hemijski element) - majica bela","taxable"
"4020","Sarkazam (hemijski element) - ženska majica bela","taxable"
"4021","Sarkazam (hemijski element) - duks beli","taxable"
"4022","Sarkazam (hemijski element) - majica crna","taxable"
"4023","Sarkazam (hemijski element) - ženska majica crna","taxable"
"4024","Sarkazam (hemijski element) - duks crni","taxable"
"4031","Virusi i bolesti (ilustracije) - majica bela","taxable"
"4033","Virusi i bolesti (ilustracije) - ženska majica bela","taxable"
"4034","Virusi i bolesti (ilustracije) - duks beli","taxable"
"4035","Virusi i bolesti (ilustracije) - majica crna","taxable"
"4036","Virusi i bolesti (ilustracije) - ženska majica crna","taxable"
"4037","Virusi i bolesti (ilustracije) - duks crni","taxable"
"4056","Detlić - majica bela","taxable"
"4057","Detlić - ženska majica bela","taxable"
"4058","Detlić - duks beli","taxable"
"4059","Detlić - majica crna","taxable"
"4060","Detlić - ženska majica crna","taxable"
"4061","Detlić - duks crni","taxable"
"4068","Kaktus - majica bela","taxable"
"4069","Kaktus - ženska majica bela","taxable"
"4070","Kaktus - duks beli","taxable"
"4071","Kaktus - majica crna","taxable"
"4072","Kaktus - ženska majica crna","taxable"
"4073","Kaktus - duks crni","taxable"
"4080","Ratnik vs Lav - majica bela","taxable"
"4081","Ratnik vs Lav - ženska majica bela","taxable"
"4082","Ratnik vs Lav - duks beli","taxable"
"4083","Ratnik vs Lav - majica crna","taxable"
"4084","Ratnik vs Lav - ženska majica crna","taxable"
"4085","Ratnik vs Lav - duks crni","taxable"
"4092","Ratnik (mač) - majica bela","taxable"
"4093","Ratnik (mač) - ženska majica bela","taxable"
"4094","Ratnik (mač) - duks beli","taxable"
"4095","Ratnik (mač) - majica crna","taxable"
"4096","Ratnik (mač) - ženska majica crna","taxable"
"4097","Ratnik (mač) - duks crni","taxable"
"4104","Šaka (trač partija) - majica bela","taxable"
"4105","Šaka (trač partija) - ženska majica bela","taxable"
"4106","Šaka (trač partija) - duks beli","taxable"
"4107","Šaka (trač partija) - majica crna","taxable"
"4108","Šaka (trač partija) - ženska majica crna","taxable"
"4109","Šaka (trač partija) - duks crni","taxable"
"4116","Spartanac - majica bela","taxable"
"4117","Spartanac - ženska majica bela","taxable"
"4118","Spartanac - duks beli","taxable"
"4119","Spartanac - majica crna","taxable"
"4120","Spartanac - ženska majica crna","taxable"
"4121","Spartanac - duks crni","taxable"
"4128","Stay positive - majica bela","taxable"
"4129","Stay positive - ženska majica bela","taxable"
"4130","Stay positive - duks beli","taxable"
"4131","Stay positive - majica crna","taxable"
"4132","Stay positive - ženska majica crna","taxable"
"4133","Stay positive - duks crni","taxable"
"4140","Evil face - majica bela","taxable"
"4141","Evil face - ženska majica bela","taxable"
"4142","Evil face - duks beli","taxable"
"4143","Evil face - majica crna","taxable"
"4144","Evil face - ženska majica crna","taxable"
"4145","Evil face - duks crni","taxable"
"4152","Girls - majica bela","taxable"
"4153","Girls - ženska majica bela","taxable"
"4154","Girls - duks beli","taxable"
"4155","Girls - majica crna","taxable"
"4156","Girls - ženska majica crna","taxable"
"4157","Girls - duks crni","taxable"
"4164","Betoven - majica bela","taxable"
"4165","Betoven - ženska majica bela","taxable"
"4166","Betoven - duks beli","taxable"
"4167","Betoven - majica crna","taxable"
"4168","Betoven - ženska majica crna","taxable"
"4169","Betoven - duks crni","taxable"
"4176","Botticelli - majica bela","taxable"
"4177","Botticelli - ženska majica bela","taxable"
"4178","Botticelli - duks beli","taxable"
"4179","Botticelli - majica crna","taxable"
"4180","Botticelli - ženska majica crna","taxable"
"4181","Botticelli - duks crni","taxable"
"4188","Braća Grim - majica bela","taxable"
"4189","Braća Grim - ženska majica bela","taxable"
"4190","Braća Grim - duks beli","taxable"
"4191","Braća Grim - majica crna","taxable"
"4192","Braća Grim - ženska majica crna","taxable"
"4193","Braća Grim - duks crni","taxable"
"4200","Johannes Brahms - majica bela","taxable"
"4201","Johannes Brahms - ženska majica bela","taxable"
"4202","Johannes Brahms - duks beli","taxable"
"4203","Johannes Brahms - majica crna","taxable"
"4204","Johannes Brahms - ženska majica crna","taxable"
"4205","Johannes Brahms - duks crni","taxable"
"4212","Petar Čajkovski - majica bela","taxable"
"4213","Petar Čajkovski - ženska majica bela","taxable"
"4214","Petar Čajkovski - duks beli","taxable"
"4215","Petar Čajkovski - majica crna","taxable"
"4216","Petar Čajkovski - ženska majica crna","taxable"
"4217","Petar Čajkovski - duks crni","taxable"
"4224","Čarls Dikens - majica bela","taxable"
"4225","Čarls Dikens - ženska majica bela","taxable"
"4226","Čarls Dikens - duks beli","taxable"
"4227","Čarls Dikens - majica crna","taxable"
"4228","Čarls Dikens - ženska majica crna","taxable"
"4229","Čarls Dikens - duks crni","taxable"
"4237","Čehov - majica bela","taxable"
"4238","Čehov - ženska majica bela","taxable"
"4239","Čehov - duks beli","taxable"
"4240","Čehov - majica crna","taxable"
"4241","Čehov - ženska majica crna","taxable"
"4242","Čehov - duks crni","taxable"
"4249","Leonardo da Vinci - majica bela","taxable"
"4250","Leonardo da Vinci - ženska majica bela","taxable"
"4251","Leonardo da Vinci - duks beli","taxable"
"4252","Leonardo da Vinci - majica crna","taxable"
"4253","Leonardo da Vinci - ženska majica crna","taxable"
"4254","Leonardo da Vinci - duks crni","taxable"
"4261","Dante Aligijeri - majica bela","taxable"
"4262","Dante Aligijeri - ženska majica bela","taxable"
"4264","Dante Aligijeri - duks beli","taxable"
"4265","Dante Aligijeri - majica crna","taxable"
"4266","Dante Aligijeri - ženska majica crna","taxable"
"4267","Dante Aligijeri - duks crni","taxable"
"4274","Devojka sa bisernom mindjušom - majica bela","taxable"
"4275","Devojka sa bisernom mindjušom - ženska majica bela","taxable"
"4276","Devojka sa bisernom mindjušom - duks beli","taxable"
"4277","Devojka sa bisernom mindjušom - majica crna","taxable"
"4278","Devojka sa bisernom mindjušom - ženska majica crna","taxable"
"4279","Devojka sa bisernom mindjušom - duks crni","taxable"
"4286","Donatelo - majica bela","taxable"
"4287","Donatelo - ženska majica bela","taxable"
"4288","Donatelo - duks beli","taxable"
"4289","Donatelo - majica crna","taxable"
"4290","Donatelo - ženska majica crna","taxable"
"4291","Donatelo - duks crni","taxable"
"4298","Dostojevski - majica bela","taxable"
"4299","Dostojevski - ženska majica bela","taxable"
"4300","Dostojevski - duks beli","taxable"
"4301","Dostojevski - majica crna","taxable"
"4302","Dostojevski - ženska majica crna","taxable"
"4303","Dostojevski - duks crni","taxable"
"4310","Dvorak (kompozitor) - majica bela","taxable"
"4311","Dvorak (kompozitor) - ženska majica bela","taxable"
"4312","Dvorak (kompozitor) - duks beli","taxable"
"4313","Dvorak (kompozitor) - majica crna","taxable"
"4314","Dvorak (kompozitor) - ženska majica crna","taxable"
"4315","Dvorak (kompozitor) - duks crni","taxable"
"4322","Franc List - majica bela","taxable"
"4323","Franc List - ženska majica bela","taxable"
"4324","Franc List - duks beli","taxable"
"4325","Franc List - majica crna","taxable"
"4326","Franc List - ženska majica crna","taxable"
"4327","Franc List - duks crni","taxable"
"4334","Frida Kahlo - majica bela","taxable"
"4335","Frida Kahlo - ženska majica bela","taxable"
"4336","Frida Kahlo - duks beli","taxable"
"4337","Frida Kahlo - ženska majica crna","taxable"
"4338","Frida Kahlo - duks crni","taxable"
